,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,stage,year,founder Count,num_founders,FounderCategory
2500,Forum for Innovation Incubation Research and Entrepreneurship,2015,Margão,Financial Services,"FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",None,None,1496500.0,others,2018,1,1,Multiple Founders
2501,OYO,2015,Gurgaon,Hospitality,OYO is an Indian hospitality startup that operates a network of budget hotels.,None,None,100000000.0,early traction,2018,1,1,Multiple Founders
2502,Quikr,2015,Bangalore,others,"Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",None,None,8030000.0,others,2018,1,1,Multiple Founders
2503,Tabono,2015,Gurgaon,Sports,Tabono is a one stop environment for all your fitness solution.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2504,LearnApp,2015,Noida,Financial Services,"Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",None,None,292000.0,validation,2018,1,1,Multiple Founders
2505,Shopkirana,2015,Indore,E-Commerce,Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,None,None,2000000.0,scaling,2018,1,1,Multiple Founders
2506,Fric Bergen,2015,Alwar,E-Commerce,Fric Bergen is a leader in the specialty food industry.,None,None,3000000.0,scaling,2018,1,1,Multiple Founders
2507,Articbot,2015,Kannur,AI,Articbot is a conversational AI platform for automated customer support and lead generation,None,None,17520.0,others,2018,1,1,Multiple Founders
2508,BuildSupply,2015,Gurgaon,Enterprise Resource Planning (ERP),India’s most advanced ERP system for the real estate,None,None,3650000.0,early traction,2018,1,1,Multiple Founders
2509,Fusion Microfinance,2015,Delhi,Financial Services,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,None,None,75920000.0,early traction,2018,1,1,Multiple Founders
2510,Any time Doctor,2015,Chennai,InfoTech & Services,Anytime Doctor is a Software company.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2511,Go Payments,2015,Mumbai,InfoTech & Services,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,None,None,3000000.0,others,2018,1,1,Multiple Founders
2512,Guiddoo World,2015,Mumbai,Entertainment,We build In-Destination Experiences!,None,None,800000.0,validation,2018,1,1,Multiple Founders
2513,ION Energy,2015,Mumbai,Energy,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,None,None,1041000.0,scaling,2018,1,1,Multiple Founders
2514,UnoTag,2015,Bangalore,AI,SaaS to verify counterfeit,None,None,100000.0,validation,2018,1,1,Multiple Founders
2515,CivilCops,2015,Gurgaon,Government,Gov-Tech,None,None,100000.0,validation,2018,1,1,Multiple Founders
2516,Rockmetric,2015,Mumbai,InfoTech & Services,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",None,None,3000000.0,others,2018,1,1,Multiple Founders
2517,Classworks India,2015,Chennai,Education,"Saas, Web App, Mobile App, School Education",None,None,1460.0,others,2018,1,1,Multiple Founders
2518,Snapmint,2015,Mumbai,Financial Services,"Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",None,None,3000000.0,validation,2018,1,1,Multiple Founders
2519,artbandhu,2015,Bangalore,Media,Ai platform for Art and Creative Community,None,None,15000.0,validation,2018,1,1,Multiple Founders
2520,Survaider,2015,Bangalore,AI,Stethoscope for customer feedback !,None,None,500000.0,validation,2018,1,1,Multiple Founders
2521,Credy,2015,Bangalore,Financial Services,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,None,None,1400000.0,validation,2018,1,1,Multiple Founders
2522,iChamp,2015,Gurgaon,Education,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,None,None,5000000.0,validation,2018,1,1,Multiple Founders
2523,Qandle,2015,Gurgaon,InfoTech & Services,A cloud-based HR management and employee engagement platform.,None,None,1200000.0,validation,2018,1,1,Multiple Founders
2524,Avishkaar Box,2015,Delhi,Children,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",None,None,730000.0,validation,2018,1,1,Multiple Founders
2525,Gegadyne Energy,2015,Mumbai,Transportation,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2526,HyperXchange,2015,Pune,E-Commerce,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,None,None,1000000.0,early traction,2018,1,1,Multiple Founders
2527,Deftouch,2015,Bangalore,E-Commerce,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2528,Doodhwala,2015,Bangalore,Food Industry,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,None,None,2200000.0,validation,2018,1,1,Multiple Founders
2529,DronaHQ,2015,Mumbai,InfoTech & Services,DronaHQ is an enterprise mobile engagement platform.,None,None,500000.0,validation,2018,1,1,Multiple Founders
2530,FastFox,2015,Gurgaon,Real Estate,FastFox: Market Network for Home Rentals (India),None,None,1460000.0,early traction,2018,1,1,Multiple Founders
2531,BuyForexOnline,2015,Bangalore,Travel,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,None,None,2000000.0,others,2018,1,1,Multiple Founders
2532,Colive.in,2015,Bangalore,Consumer Goods,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,None,None,1800000.0,validation,2018,1,1,Multiple Founders
2533,Agricxlab Private Limited,2015,Thane,B2B,Online marketplace where farmers and traders can sell their produce to B2B buyers,None,None,500000.0,validation,2018,1,1,Multiple Founders
2534,Corefactors,2015,Bangalore,B2B,"Corefactors is a leading campaign management, business communication and analytics company.",None,None,3000000.0,validation,2018,1,1,Multiple Founders
2535,Fincash.com,2015,Mumbai,Wealth Management,A startup in the personal finance space in India .,None,None,150000.0,validation,2018,1,1,Multiple Founders
2536,Pandorum Technologies,2015,Bangalore,HealthTech,Bengaluru based biotech startup.,None,None,3600000.0,early traction,2018,1,1,Multiple Founders
2537,Shirsa Labs,2015,Mumbai,Education,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,None,None,500000.0,validation,2018,1,1,Multiple Founders
2538,PetSutra,2015,Gurgaon,Veterinary,Gurugram-based Online petcare platform.,None,None,138700.0,validation,2018,1,1,Multiple Founders
2539,Awaaz De,2015,Ahmedabad,InfoTech & Services,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2540,PinkBlue,2015,Bangalore,HealthTech,PinkBlue.in - Super-efficient supply-chain for clinical supplies,None,None,300000.0,validation,2018,1,1,Multiple Founders
2541,Eduvanz,2015,Mumbai,Financial Services,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",None,None,500000.0,validation,2018,1,1,Multiple Founders
2542,Rupeek,2015,Bangalore,Financial Services,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,None,None,6830000.0,early traction,2018,1,1,Multiple Founders
2543,Backpacker Panda Holidays Private Limited,2015,Pune,Tourism,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,None,None,1400000.0,early traction,2018,1,1,Multiple Founders
2544,Shape (School Health and Physical Education),2015,Pune,Education,Physical education start up,None,None,200000.0,validation,2018,1,1,Multiple Founders
2545,Placio,2015,Noida,Hospitality,Placio is a student housing and a complete broker-free platform.,None,None,2000000.0,validation,2018,1,1,Multiple Founders
2546,Aviom India Housing Finance,2015,Delhi,Financial Services,Delhi based housing finance company.,None,None,2190000.0,early traction,2018,1,1,Multiple Founders
2547,GenRobotic,2015,Trivandrum,Marketing,A Robotic Company.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2548,HeyHolidays,2015,Bangalore,Tourism,"HeyHolidays, a global player in online vacation rentals.",None,None,1000000.0,validation,2018,1,1,Multiple Founders
2549,Pratilipi,2015,Bangalore,Media,Amazon's Kindle Direct Publishing for Indian Languages,None,None,4300000.0,early traction,2018,1,1,Multiple Founders
2550,SectorQube,2015,rnakulam,Consumer Goods,SectorQube develops smart kitchen devices that make food automatically.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2551,Food Memories,2015,Ahmedabad,Food Industry,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2552,ZAMROO,2015,India,InfoTech & Services,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2553,Silversparro Technologies Pvt. Ltd,2015,Gurgaon,InfoTech & Services,Silversparro is a deep learning technology solution provider.,None,None,300000.0,validation,2018,1,1,Multiple Founders
2554,Creator’s Gurukul,2015,Gurgaon,Service industry,A coworking space provider.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2555,Emflux Motors,2015,Bangalore,Transportation,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,None,None,364846.0,validation,2018,1,1,Multiple Founders
2556,Tricog Health Services Pvt Ltd,2015,Bangalore,HealthTech,Predictive Healthcare Analytics Company,None,None,4000000.0,early traction,2018,1,1,Multiple Founders
2557,Scapic,2015,Bangalore,InfoTech & Services,Virtual/Augmented Reality Start Up .,None,None,500000.0,validation,2018,1,1,Multiple Founders
2558,6Degree,2015,Mumbai,Fashion and lifestyle,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,None,None,400000.0,validation,2018,1,1,Multiple Founders
2559,Chrysalis (EZ Vidya),2015,Chennai,Education,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2560,Ekincare,2015,Hyderabad,HealthTech,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,None,None,1500000.0,early traction,2018,1,1,Multiple Founders
2561,Streo,2015,Gurgaon,Entertainment,"Live stream music from nightclubs, bars & festivals!",None,None,3000000.0,validation,2018,1,1,Multiple Founders
2562,Groww,2015,Kormangala,Financial Services,Groww offers a new way of investing money.,None,None,120000.0,validation,2018,1,1,Multiple Founders
2563,Cell Propulsion,2015,Bangalore,Financial Services,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,None,None,102200.0,validation,2018,1,1,Multiple Founders
2564,Chezuba,2015,Hyderabad,InfoTech & Services,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,None,None,20440.0,validation,2018,1,1,Multiple Founders
2565,Ontrack Technologies Pvt. Ltd,2015,Bangalore,Retail,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2566,Wealthtrust,2015,Mumbai,Financial Services,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,None,None,500000.0,validation,2018,1,1,Multiple Founders
2567,Faclon Labs,2015,Mumbai,InfoTech & Services,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2568,Awign Enterprises,2015,Bangalore,Business Development,Operations and manpower outsourcing startup,None,None,730000.0,validation,2018,1,1,Multiple Founders
2569,CollPoll,2015,Bangalore,Education,World-class Enterprise System for Education.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2570,Zyla Health,2015,Delhi,HealthTech,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,None,None,3000000.0,validation,2018,1,1,Multiple Founders
2571,Hubhopper,2015,Delhi,InfoTech & Services,Get your daily dose of interest as summaries from news and magazine stories .,None,None,500000.0,early traction,2018,1,1,Multiple Founders
2572,Rubix108 Technologies,2015,Pune,InfoTech & Services,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,None,None,1000000.0,validation,2018,1,1,Multiple Founders
2573,Workflexi,2015,Bangalore,HR,"Be Smart, Work on Contract,Be Smart, Hire on Contract",None,None,146000.0,validation,2018,1,1,Multiple Founders
2574,Streak,2015,Bangalore,Financial Services,Algorithmic trading platform.,None,None,328500.0,validation,2018,1,1,Multiple Founders
2575,Kuants,2015,Gurgaon,Financial Services,Algorithmic trading platform.,None,None,73000.0,validation,2018,1,1,Multiple Founders
2576,NiYO Solutions,2015,Bangalore,Financial Services,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,None,None,13200000.0,early traction,2018,1,1,Multiple Founders
